GHGRP ID,Landfill ID,landfill_name,Landfill Alias,us_state,Physical Address,City,County,Zip Code,Latitude,Longitude,Military Landfill?,On Tribal Land?,Anaerobic Digester?,Composting?,Solar Project?,Wind Project?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),waste_in_place,waste_in_place_year,annual_waste_acceptance,Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,Projected Direct Reductions (MMTCO2e/yr) - MW,Projected Avoided Reductions (MMTCO2e/yr) - MW,Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Potential End Users,End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
,162,Goldstone Deep Space Comm Complex,Echo Gold,CA,,Fort Irwin (Mil Res),San Bernardino,,35.3054,-116.79893,Yes,No,No,No,No,No,Public,,California Institute of Technology's Jet Propulsion Laboratory,,1998,Closed,7,,,,,"25,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,,219-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,163,Gopher Hill SLF,,CA,Bucks Lake And Snake Lake Roads,Spanish Ranch,Plumas,95963,39.954,-121.031,No,No,No,No,No,No,Public,Plumas National Forest Quincy Road,"Plumas County, CA",,2002,Closed,13,,,,,"283,500",,83,,Unknown,Not used,No,,No,,,,No,,,,,,,220-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1007837,164,Guadalupe Rubbish Disposal Facility,Guadalupe Disposal Site; Guadalupe Sanitary Landfill,CA,15999 Guadalupe Mines Road,San Jose,Santa Clara,95120,37.21139,-121.90139,No,No,No,No,No,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1929,2046,Open,115,92,100,,"28,243,689","10,286,684",2019,"274,117",2019,No,Not used,No,4.55,Yes,3.467,2019,47.5,Yes,2,3.467,2019,"2012-68 wells, system capacity=3425 acfm.",0.282,0.0327,201437-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
1007837,164,Guadalupe Rubbish Disposal Facility,Guadalupe Disposal Site; Guadalupe Sanitary Landfill,CA,15999 Guadalupe Mines Road,San Jose,Santa Clara,95120,37.21139,-121.90139,No,No,No,No,No,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1929,2046,Open,115,92,100,,"28,243,689","10,286,684",2019,"274,117",2019,No,Not used,No,4.55,Yes,3.467,2019,47.5,Yes,2,3.467,2019,"2012-68 wells, system capacity=3425 acfm.",,,221-0,Shutdown,Project #1,1/1/84,1/1/13,Electricity,Reciprocating Engine,,Plant #1: Three 750 HP engines driving 525 kW generators; Plant #2: One 1500 HP engine driving an 1100 kW generator,2.5,2.675,1.5,,Pacific Gas and Electric Company (PG&E),"Gas Recovery Systems, LLC",Fortistar Methane Group,,No,,
1011716,165,Hanford SLF,"Hanford Inert LF (City of Hanford LF), Kings County Waste & Recycling",CA,"7803 Hanford-Armona Road
at SE corner of INT with Hwy 43",Hanford,Kings,93230,36.30907,-119.59573,No,No,No,No,No,No,Public,Kings Waste and Recycling Authority,Kings Waste and Recycling Authority,1973,1997,Closed,77,,,,"2,250,385","2,250,385",1997,"90,015",1997,No,Not used,No,,Yes,0.033,2019,31.7,Yes,,0.033,2019,,,,222-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,166,Happy Camp Solid Waste Disposal site,,CA,Chambers Drive,Happy Camp,Siskiyou,96039,41.78,-123.4,No,No,No,No,No,No,Private,Landfill Owner of Happy Camp Solid Waste Disposal site,"Siskiyou County, CA",,1996,Closed,3,,,,,"10,000",,0,,Unknown,Not used,No,,No,,,,No,,,,,,,223-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,167,Harney Lane SLF,,CA,1/4 Mi E Of Jack Tone Road,Lodi,San Joaquin,95240,38.0994,-121.1364,No,No,No,No,No,No,Public,"San Joaquin County, CA","San Joaquin County, CA",1948,1992,Closed,97,,,,,"4,320,000",,"97,720",1991,Unknown,Not used,No,,Yes,,,50,Yes,,,,,,,224-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,11340,Healdsburg Landfill,,CA,166 Alexander Valley Road,Healdsburg,Sonoma,95448,38.6508,-122.8685,No,No,No,No,No,No,Public,"Sonoma County, CA","Sonoma County, CA",1971,1989,Closed,,26,,,,"900,000",,,,Unknown,Not used,No,,Yes,0.39312,,40,Yes,1,0.39312,,,,,180991-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,169,Herlong Disposal Facility,,CA,County Road 328,Herlong,Lassen,96113,40.13669,-120.17019,No,No,No,No,No,No,Public,United States Bureau of Land Management,"Lassen Regional Solid Waste Management Authority, CA",1980,2000,Closed,20,,,,,"50,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,,226-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,170,Hesperia Refuse Disposal Site,,CA,7 miles South on Hesperia Road,Hesperia,San Bernardino,92345,34.346,-117.349,No,No,No,No,No,No,Public,"San Bernardino County, CA","San Bernardino County, CA",1964,1997,Closed,38,,,50,"852,000","639,000",,"49,560",1996,Unknown,Not used,No,,Yes,0.16,,,Yes,,0.16,,"9/10-18 wells, gas collection began in 2001, GCCS is a soil vapor extraction system located on 1/2 of the perimeter of the waste boundary.",,,227-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1006079,171,Highgrove SLF,,CA,1420 Pigeon Pass Road,Highgrove,Riverside,92507,34.00667,-117.28667,No,No,No,No,No,No,Public,"Riverside County, CA","Riverside County, CA",1947,1998,Closed,71,64.1,,150,"3,493,000","3,493,000",1998,"211,690",1997,Unknown,Not used,No,0.883,Yes,0.4,2012,41.7,Yes,1,0.4,2012,"2010-47 wells, system capacity=350 acfm.",,,228-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1006216,172,Highway 59 Landfill,,CA,"7040 N. Hwy 59
6 miles N. of Merced",Merced,Merced,95348,37.39389,-120.49778,No,No,No,No,No,No,Public,"Merced County Regional Waste Management Authority, CA","Merced County Regional Waste Management Authority, CA",1973,2055,Open,255,148,,,"26,160,242","7,501,424",2019,"324,254",2019,No,Not used,No,,Yes,1.699,2019,44.6,Yes,,1.699,2019,"2012-59 wells, system capacity=2100 acfm.",,,229-0,Planned,Project #1,12/31/20,,Electricity,Cogeneration,,up to (4) 800-kW microturbines with heat recovery to be installed at UC Merced,,3.2,,University of California at Merced,,,,Capstone Turbine Corporation,Unknown,,
,173,Hillside Solid Waste Disposal Site,Hillside Class III Disposal Site,CA,1 Sand Hill Road,Colma,San Mateo,94014,37.683,-122.444,No,No,No,No,No,No,Private,"Cypress-Amloc Land Company, Inc.","Cypress-Amloc Land Company, Inc.",1968,2007,Closed,428,,,,,"930,000",2002,"38,565",2004,Unknown,Not used,No,,Yes,,,50,Yes,,,,,,,230-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,175,Holtville Disposal Site,,CA,,Holtville,Imperial,92250,32.816667,-115.383334,No,No,No,No,No,No,Public,United States Bureau of Land Management,"Imperial County, CA",,2012,Closed,25,,,,,"150,000",2004,48,2004,Unknown,Not used,No,,No,,,,No,,,,,,,232-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,177,Hot Spa Cut & Fill Site,,CA,10466 Spa Road,Niland,Imperial,92257,33.41528,-115.67611,No,No,No,No,No,No,Public,"Imperial County, CA","Imperial County, CA",1954,2027,Open,40,,,,,"50,000",2004,335,2004,Unknown,Not used,No,,No,,,,No,,,,,,,234-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,178,Hotelling Gulch Disposal Site,,CA,,Forks of Salmon,Siskiyou,96031,41.23833,-123.27389,No,No,No,No,No,No,Public,United States Department of Agriculture; United States Forest Service,"Siskiyou County, CA",,1995,Closed,3,,,,,"10,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,,235-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,325,Imperial Waste Site,Worthington Cut & Fill Site,CA,1705 West Worthington Road,Imperial,Imperial,92251,32.84552,-115.68112,No,No,No,No,No,No,Public,Imperial Irrigation District,"Imperial County, CA",,2022,Open,60,,,,,"171,000",,"1,264",2004,Unknown,Not used,No,,No,,,,No,,,,,,,385-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,180,Independence Disposal Site,,CA,End of Dump Road,Independence,Inyo,93526,36.7884,-118.17586,No,No,No,No,No,No,Public,Los Angeles Department of Water & Power (LADWP),Inyo County Integrated Waste Management,,2038,Open,40,,,,,"100,000",2004,525,2004,Unknown,Not used,No,,No,,,,No,,,,,,,237-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,335,Industry Hills Sheraton Resort,Industry Hills Recreation/Convention Center,CA,#1 Industry Hills Parkway,Industry Hills,Los Angeles,91744,34.021,-117.92778,No,No,No,No,No,No,Public,"City of Industry, CA","City of Industry, CA",1960,1977,Closed,,155,120,,,"3,600,000",,,,Unknown,Not used,No,,Yes,0.38,2003,50,Yes,,,,2/06-Began flaring in 1974.,,,180354-0,Shutdown,Project #2,9/1/03,6/1/15,Electricity,Cogeneration,,"1 MW Jenbacher 320 reciprocating engine running on 50% LFG (2,100 MMBtu/month), 50% NG, waste heat recovery to make hot water for the CC",0.5,1,0.19,,Industry Hills Recreation and Conference Center,,"City of Industry, CA",GE Energy - Jenbacher Gas Engines,No,,
,335,Industry Hills Sheraton Resort,Industry Hills Recreation/Convention Center,CA,#1 Industry Hills Parkway,Industry Hills,Los Angeles,91744,34.021,-117.92778,No,No,No,No,No,No,Public,"City of Industry, CA","City of Industry, CA",1960,1977,Closed,,155,120,,,"3,600,000",,,,Unknown,Not used,No,,Yes,0.38,2003,50,Yes,,,,2/06-Began flaring in 1974.,,,395-0,Shutdown,Project #1,1/1/81,9/1/01,Direct,Boiler,,,,,0.36,,Pacific Palms Conference Resort,"City of Industry, CA",,,No,,
,241,"Intermountain Landfill, Inc.",Packway Materials LF,CA,,Hat Creek,Shasta,96013,33.433334,-114.75,No,No,No,No,No,No,Private,"Intermountain Landfill, Inc.","Intermountain Landfill, Inc.",,1993,Closed,4,,,,,"40,500",,0,,Unknown,Not used,No,,No,,,,No,,,,,,,299-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,2066,Jamacha Landfill,,CA,,Jamacha,San Diego,,,,No,No,No,No,No,No,Public,"County of San Diego, CA","County of San Diego, CA",1960,1978,Closed,46,,,,,"1,800,000",,,,Unknown,Not used,No,,Yes,,,,Yes,1,0.331,,4/03-Custom Comb. Eng. Flare,,,180111-0,Shutdown,Project #1,6/1/01,12/31/12,Electricity,Microturbine,,four 70 kW Ingersoll-Rand PowerWorks microturbines replaced four Honeywell microturbines in March 2002,0.28,0.28,,,San Diego Gas & Electric Company,"County of San Diego, CA",,,Yes,,
1002886,181,John Smith Road Class III Landfill,John Smith Road Solid Waste Disposal Site,CA,2650 John Smith Road,Hollister,San Benito,95023,36.825,-121.324,No,No,No,No,No,No,Public,"San Benito County Public Works, CA","Waste Connections, Inc.",1968,2028,Open,44,33,,,"3,130,537","666,000",2002,"94,647",2008,Unknown,Not used,No,0.371,Yes,0.322,2012,42.8,Yes,,0.322,2012,"2012-35 wells, system capacity=3000 acfm.",,,238-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1007128,182,Johnson Canyon SLF,,CA,31400 Johnson Canyon Road,Gonzales,Monterey,93926,36.53167,-121.40667,No,No,No,Yes,No,No,Public,"Salinas Valley Solid Waste Authority, CA","Salinas Valley Solid Waste Authority, CA",1976,2042,Open,80,69,,35,"13,836,696","3,333,764",2019,"231,142",2019,No,Not used,No,,Yes,1.687,2019,49.3,Yes,1,0.98,2018,"1/03-30 wells in place, enclosed flare.; 2010-47 wells, system capacity=800 acfm.",,,239-0,Operational,Project #1,5/12/13,,Electricity,Reciprocating Engine,,(1) GE Jenbacher engine,1.4,1.4,0.53,,"City of Palo Alto, CA","Ameresco, Inc.","Ameresco, Inc.",GE Energy - Jenbacher Gas Engines,No,0.0633,0.0073
1007128,182,Johnson Canyon SLF,,CA,31400 Johnson Canyon Road,Gonzales,Monterey,93926,36.53167,-121.40667,No,No,No,Yes,No,No,Public,"Salinas Valley Solid Waste Authority, CA","Salinas Valley Solid Waste Authority, CA",1976,2042,Open,80,69,,35,"13,836,696","3,333,764",2019,"231,142",2019,No,Not used,No,,Yes,1.687,2019,49.3,Yes,1,0.98,2018,"1/03-30 wells in place, enclosed flare.; 2010-47 wells, system capacity=800 acfm.",,,239-1,Planned,"Project #1, Expansion #1",12/31/20,,Electricity,Reciprocating Engine,,,,,,,,,,,Unknown,0.0000,0.0000
,183,Jolon Road SLF,,CA,,King City,Monterey,93930,36.16683,-121.13061,No,No,No,No,No,No,Private,Carmel Marina Corp,"Monterey County, CA",,1997,Closed,25,,,,,"169,200",,"3,860",1997,Unknown,Not used,No,,No,,,,No,,,,,,,240-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1004011,184,Keller Canyon LF,,CA,901 Bailey Road,Pittsburg,Contra Costa,94565,38.00472,-121.93611,No,No,No,No,No,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992,2074,Open,244,103.5,400,191,"74,562,762","21,057,754",2019,"1,121,992",2019,Yes,Several times per year,No,,Yes,5.996,2019,50.8,Yes,2,4.022,2017,"9/10-112 wells over 80 acres, 1 enclosed flare.; 2012-82 wells, system capacity=2400 acfm.",,,201445-0,Planned,Project #2,12/31/21,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"compressors, filters, direct fuel recuperative thermal oxidizer, thermal and PSA units, and media beds; design for up to 4,700 scfm LFG to produce nominal max output of ~2,041 scfm RNG",,,,PG&E,,"Ameresco, Inc.",,DMT Clear Gas Solutions LLC,No,,
1004011,184,Keller Canyon LF,,CA,901 Bailey Road,Pittsburg,Contra Costa,94565,38.00472,-121.93611,No,No,No,No,No,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992,2074,Open,244,103.5,400,191,"74,562,762","21,057,754",2019,"1,121,992",2019,Yes,Several times per year,No,,Yes,5.996,2019,50.8,Yes,2,4.022,2017,"9/10-112 wells over 80 acres, 1 enclosed flare.; 2012-82 wells, system capacity=2400 acfm.",,,241-0,Operational,Project #1,8/1/09,,Electricity,Reciprocating Engine,,(2) GE Jenbacher engines; LFG is filtered and dried,3.8,3.8,1.63,,"Alameda Municipal Power; City of Palo Alto, CA","Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.1717,0.0199
,185,Kelly Gulch Solid Waste Disposal Site,,CA,,Sawyers Bar,Siskiyou,,41.32667,-123.154,No,No,No,No,No,No,Public,United States Department of Agriculture; United States Forest Service,"Siskiyou County, CA",,1994,Closed,1,,,,,"10,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,,242-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,186,Kennedy Meadows Disposal Site,,CA,Goman Rd W Of Mountain Rd M-152,Johnsondale,Tulare,93207,35.991,-118.105,No,No,No,No,No,No,Public,United States Bureau of Land Management,"Tulare County, CA",,2002,Closed,10,,,,,"25,000",,0,,Unknown,Not used,No,,No,,,,No,,,,,,,243-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,187,Kern Valley LF,,CA,,Kernville,Kern,93285,35.75,-118.433334,No,No,No,No,No,No,Public,United States Bureau of Land Management,"Kern County, CA",,1997,Closed,25,,,,,"276,507",,"16,700",1996,Unknown,Not used,No,,No,,,,No,,,,,,,244-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1004037,265,Kiefer LF,Sacramento County LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,No,No,No,No,No,No,Public,"Sacramento County, CA","Sacramento County, CA",1967,2064,Open,,295,,,"117,420,098","31,475,089",2019,"917,928",2019,No,Not used,No,14.4,Yes,8.134,2019,52.3,Yes,2,0.37,2019,"11/04-150 wells.; 9/07-Initial GCCS installed in 1997, 200 wells now.; 2012-182 wells, system capacity=13500 acfm.",,,180433-0,Future Potential,,1/2/25,,Unknown,Unknown,,,,,,,,,,,No,,
1004037,265,Kiefer LF,Sacramento County LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,No,No,No,No,No,No,Public,"Sacramento County, CA","Sacramento County, CA",1967,2064,Open,,295,,,"117,420,098","31,475,089",2019,"917,928",2019,No,Not used,No,14.4,Yes,8.134,2019,52.3,Yes,2,0.37,2019,"11/04-150 wells.; 9/07-Initial GCCS installed in 1997, 200 wells now.; 2012-182 wells, system capacity=13500 acfm.",,,324-0,Operational,Project #1,1/1/99,,Electricity,Reciprocating Engine,,3 Caterpillar 3616 engines,7.26,9.15,4.56,,Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC","Aria Energy, LLC; DTE Biomass Energy","Caterpillar, Inc.",No,0.3280,0.0380
1004037,265,Kiefer LF,Sacramento County LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,No,No,No,No,No,No,Public,"Sacramento County, CA","Sacramento County, CA",1967,2064,Open,,295,,,"117,420,098","31,475,089",2019,"917,928",2019,No,Not used,No,14.4,Yes,8.134,2019,52.3,Yes,2,0.37,2019,"11/04-150 wells.; 9/07-Initial GCCS installed in 1997, 200 wells now.; 2012-182 wells, system capacity=13500 acfm.",,,324-1,Operational,"Project #1, Expansion #1",1/1/06,,Electricity,Reciprocating Engine,,2 Caterpillar 3616 engines,5.6,6.1,3.2,,Sacramento Municipal Utility District (SMUD),"Aria Energy, LLC; DTE Biomass Energy","Aria Energy, LLC; DTE Biomass Energy","Caterpillar, Inc.",No,0.2530,0.0293
1007817,188,Kirby Canyon Recycling & Disposal Facility,,CA,910 Coyote Creek Golf Drive,Morgan Hill,Santa Clara,95037,37.18507,-121.67109,No,No,No,No,No,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1986,2068,Open,311,83.2,338,,"26,717,112","11,356,764",2019,"564,309",2019,Yes,Several times per year,No,,Yes,3.12,2019,47.7,Yes,,3.12,2019,"2012-61 wells, system capacity=4500 scfm.",0.2537,0.0294,245-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
,189,L & D Landfill Company,,CA,8635 Fruitridge Road,Sacramento,Sacramento,95826,38.528,-121.378,No,No,No,No,No,No,Private,Fruitridge Road Land Company,L & D Landfill Company,1977,2023,Open,,157,,,"3,618,633","1,453,000",2002,"222,671",2004,Unknown,Not used,No,,Yes,0.504,2011,35,Yes,,0.504,2011,,,,246-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,190,Lake City LF,,CA,County Rd #15-C,Lake City,Modoc,96115,41.631,-120.116,No,No,No,No,No,No,Public,United States Bureau of Land Management,"Modoc County, CA",,1993,Closed,23,,,,,"10,000",,0,,Unknown,Not used,No,,No,,,,No,,,,,,,247-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1002134,191,Lamb Canyon Sanitary Landfill,Lamb Canyon Disposal Site,CA,16411 Lamb Canyon Road,Beaumont,Riverside,92223,33.88389,-116.99722,No,No,No,No,No,No,Public,"Riverside County, CA","Riverside County, CA",1970,2040,Open,144.6,123.4,,100,"27,562,500","12,004,862",2019,"591,393",2019,No,Not used,No,2.16,Yes,1.94,2019,50.4,Yes,1,1.94,2019,"1/11-41 vertical & 10 horizontal wells, flare design rate is 2,000 cfm.; 2012-60 wells, system capacity=2000 acfm.",,,180975-0,Shutdown,Project #1,6/30/10,5/31/11,Electricity,Microturbine,,Demonstration project - 30 kW microturbine,0.03,0.03,0.144,,Southern California Edison (SCE) Company,"FlexEnergy, Inc.",,"Ener-Core, Inc.",No,,
1002134,191,Lamb Canyon Sanitary Landfill,Lamb Canyon Disposal Site,CA,16411 Lamb Canyon Road,Beaumont,Riverside,92223,33.88389,-116.99722,No,No,No,No,No,No,Public,"Riverside County, CA","Riverside County, CA",1970,2040,Open,144.6,123.4,,100,"27,562,500","12,004,862",2019,"591,393",2019,No,Not used,No,2.16,Yes,1.94,2019,50.4,Yes,1,1.94,2019,"1/11-41 vertical & 10 horizontal wells, flare design rate is 2,000 cfm.; 2012-60 wells, system capacity=2000 acfm.",0.1578,0.0183,248-0,Candidate,Project #2,,,Unknown,Unknown,,,,,,,,Stewart & Stevenson,,Stewart & Stevenson,No,,
1007841,314,Lancaster Landfill,Lancaster Waste Management,CA,600 East Avenue `F`,Lancaster,Los Angeles,93535,34.7474,-118.1165,No,No,No,No,No,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1954,2075,Open,209,123.9,,,"21,777,428","8,270,122",2019,"182,784",2019,No,Not used,No,2.01,Yes,1.216,2019,37,Yes,1,1.216,2019,"2012-35 wells, system capacity=1388 scfm.",0.0989,0.0115,374-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
1007424,192,Landers Sanitary Landfill,,CA,"59200 Winters Road
1/2 mile E. of Avalon Avenue",Landers,San Bernardino,92285,34.24048,-116.38152,No,No,No,Yes,No,No,Public,"San Bernardino County, CA",,1965,2072,Open,44,44,,60,"11,888,024","2,642,143",2019,"64,902",2019,No,Not used,No,0.495,No,,,,No,,,,,,,249-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1002224,193,Las Pulgas LF,,CA,"1 mi N of Camp Pulgas, off Basilone Road",Camp Pendleton (Mil Res),San Diego,92055,33.36444,-117.41921,Yes,No,No,No,No,No,Public,United States Marine Corps,United States Marine Corps,1972,2058,Open,21,,,,"6,378,954","2,100,799",2019,"24,748",2019,Yes,Several times per year,No,,Yes,0.012,2019,55.2,Yes,,0.012,2019,,0.001,0.0001,250-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
,195,Lava Beds Disposal Site,,CA,,Tulelake,Siskiyou,96134,41.7,-121.46667,No,No,No,No,No,No,Public,United States Department of the Interior - National Park Service,United States Department of the Interior - National Park Service,,1995,Closed,1,,,,,"10,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,,252-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,196,Laytonville Refuse Disposal Site,,CA,,Laytonville,Mendocino,,,,No,No,No,No,No,No,Public,Mendocino County Division of Solid Waste,Mendocino County Division of Solid Waste,,1993,Closed,7,,,,,"50,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,,253-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,197,Lebec SLF,,CA,300 Landfill Road,Lebec,Kern,93243,34.82697,-118.88773,No,No,No,No,No,No,Public,"Kern County, CA","Kern County, CA",,1991,Closed,32,,,,,"584,435",,"19,340",1990,Unknown,Not used,No,,No,,,,No,,,,,,,254-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,198,Lenwood-Hinkley Refuse Disposal Site,,CA,37751 Lenwood Road,Lenwood,San Bernardino,92311,34.9355,-117.1183,No,No,No,No,No,No,Public,"San Bernardino County, CA","San Bernardino County, CA",1965,1997,Closed,50,,,15,"540,000","405,000",,"5,640",1996,Unknown,Not used,No,,No,,,,No,,,,,,,255-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,199,Lewis Road SLF,,CA,1010 Lewis Road,Pajaro,Monterey,95076,36.88083,-121.69944,No,No,No,No,No,No,Public,"Monterey County, CA","Monterey County, CA",1947,2002,Closed,14.5,,130,130,"720,460","443,400",2002,"24,370",2001,Unknown,Not used,No,,Yes,0.094,2018,50,Yes,,0.094,2018,,,,256-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,200,Lone Pine Disposal Site,,CA,End of Substation Road,Lone Pine,Inyo,93545,36.59421,-118.03495,No,No,No,No,No,No,Public,Los Angeles Department of Water & Power (LADWP),Inyo County Integrated Waste Management,,2087,Open,25,,,,,"100,000",2004,"2,494",2004,Unknown,Not used,No,,No,,,,No,,,,,,,257-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1006107,201,Lopez Canyon SLF,,CA,11950 Lopez Canyon Road,Sylmar,Los Angeles,91342,34.29028,-118.39111,No,No,No,No,No,No,Public,"City of Los Angeles, Bureau of Sanitation, CA","City of Los Angeles, Bureau of Sanitation, CA",1975,1996,Closed,152,90,200,200,"19,203,287","19,103,290",1996,"570,035",1996,No,Not used,No,3.27,Yes,1.405,2019,52.1,Yes,7,0.25,2019,"3 or 4 flares run 24 hr/day to burn 50% of the excess LFG.; 5/05-300 gas collection wells.; 2012-450 wells, system capacity=11400 acfm.",,,180151-0,Shutdown,Project #2,8/19/02,5/31/06,Electricity,Microturbine,,"50 Capstone Turbine microturbines at 30 kW each, but on average only 24 in operation at a given time",0.75,1.5,0.576,,Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),,Capstone Turbine Corporation,Yes,,
1006107,201,Lopez Canyon SLF,,CA,11950 Lopez Canyon Road,Sylmar,Los Angeles,91342,34.29028,-118.39111,No,No,No,No,No,No,Public,"City of Los Angeles, Bureau of Sanitation, CA","City of Los Angeles, Bureau of Sanitation, CA",1975,1996,Closed,152,90,200,200,"19,203,287","19,103,290",1996,"570,035",1996,No,Not used,No,3.27,Yes,1.405,2019,52.1,Yes,7,0.25,2019,"3 or 4 flares run 24 hr/day to burn 50% of the excess LFG.; 5/05-300 gas collection wells.; 2012-450 wells, system capacity=11400 acfm.",,,258-0,Shutdown,Project #1,1/5/99,12/1/16,Electricity,Reciprocating Engine,,(2) 3616 Caterpillar engines,5.14,6,2.98,,Target Corporation,Cambrian Energy Development LLC,Fortistar Methane Group,"Caterpillar, Inc.",No,0.0000,0.0000
1006107,201,Lopez Canyon SLF,,CA,11950 Lopez Canyon Road,Sylmar,Los Angeles,91342,34.29028,-118.39111,No,No,No,No,No,No,Public,"City of Los Angeles, Bureau of Sanitation, CA","City of Los Angeles, Bureau of Sanitation, CA",1975,1996,Closed,152,90,200,200,"19,203,287","19,103,290",1996,"570,035",1996,No,Not used,No,3.27,Yes,1.405,2019,52.1,Yes,7,0.25,2019,"3 or 4 flares run 24 hr/day to burn 50% of the excess LFG.; 5/05-300 gas collection wells.; 2012-450 wells, system capacity=11400 acfm.",,,258-1,Operational,"Project #1, De-Expansion #1",1/1/17,,Electricity,Reciprocating Engine,,(1) 3616 Caterpillar engine,2.49,3,1.15,,Target Corporation,Cambrian Energy Development LLC,Fortistar Methane Group,"Caterpillar, Inc.",No,0.1125,0.0130
,202,Lost Hills SLF,,CA,14251 Holloway Road,Lost Hills,Kern,93249,35.6311,-119.75732,No,No,No,No,No,No,Public,"Kern County, CA","Kern County, CA",1973,,Closed,25,7,,40,"830,800","82,140",2009,"1,410",2000,Unknown,Not used,No,0.072,No,,,,No,,,,,,,259-0,Unknown,,,,Unknown,Unknown,,,,,,,,,,,No,,
